OrderID,OrderDate,CustomerID,CustomerName,CustomerEmail,Country,ProductID,ProductCategory,ProductName,Quantity,UnitPrice,TotalPrice,SalesRegion
215,2023-10-08,1644,Connie Crawford,jgrimes@todd.org,Eritrea,563,Electronics,Perfume,7,643.95,4507.65,North
216,2025-02-19,1911,Dr. Tiffany Phillips,ylittle@cochran-murphy.info,Uganda,569,Furniture,T-Shirt,3,723.06,2169.18,North
217,2024-01-27,1708,Anthony Martinez,tcalhoun@yahoo.com,Italy,574,Furniture,Perfume,9,566.89,5102.01,Central
218,2025-05-31,1745,Christy Johnson,bingram@garcia-stevens.biz,Cape Verde,590,Beauty,Tennis Racket,8,837.51,6700.08,Central
219,2024-02-07,1715,Christine Schmidt,kristi06@floyd.com,Liechtenstein,586,Sports,Table,6,161.14,966.839999999999,South
220,2024-08-23,1323,Desiree Ramirez,bowmanian@bowman-beck.com,Korea,538,Beauty,Bicycle,1,73.9,73.9,West
221,2023-10-04,1114,Amanda Gilbert,jeffrey17@cantrell.com,Cambodia,510,Sports,Perfume,10,995.7,9957.0,South
222,2023-10-10,1282,Wesley Bailey,taylornichols@yahoo.com,Tonga,534,Beauty,Tennis Racket,6,512.3,3073.79999999999,East
223,2023-07-27,1572,Daniel Kelly,hannah12@patel.com,Slovakia (Slovak Republic),511,Sports,Table,5,263.51,1317.55,South
224,2024-07-05,1807,Susan Brewer,schultzmario@yahoo.com,Zimbabwe,597,Furniture,Tennis Racket,5,339.02,1695.1,West
225,2025-01-07,1706,Jeffrey Cantrell MD,zsanchez@gmail.com,Cayman Islands,550,Beauty,Laptop,8,235.11,1880.88,Central
226,2025-03-19,1929,Richard Arnold,taylortimothy@yahoo.com,Benin,595,Electronics,Shoes,1,83.52,83.52,West
227,2024-12-07,1938,Glen Gardner,schwartzraymond@gmail.com,Micronesia,514,Furniture,Bicycle,9,824.57,7421.13,East
228,2023-08-09,1587,Jill Wilson,butlermarcus@jackson-pierce.com,Chad,546,Sports,Perfume,8,112.39,899.12,North
229,2024-02-24,1372,Jennifer Campbell,sheryl21@hotmail.com,Eritrea,569,Clothing,Tennis Racket,10,538.82,5388.2,Central
230,2024-11-29,1610,Linda Barrett,kim84@berry.com,Saint Martin,589,Clothing,Shoes,1,452.97,452.97,South
231,2025-04-07,1778,Brandi White,xhardy@wilson.biz,Iran,582,Furniture,Tennis Racket,1,720.07,720.07,East
232,2023-12-02,1147,Jeff Curry,erikmccall@hotmail.com,Lebanon,574,Beauty,Laptop,9,402.98,3626.82,North
233,2023-12-18,1398,Shawn Weaver,jasonguerra@martin.com,Sudan,547,Clothing,Table,2,115.73,231.46,West
234,2023-11-03,1959,Joseph Massey,tammygregory@buchanan-carrillo.com,Latvia,547,Clothing,Sofa,1,773.18,773.18,Central
235,2024-03-30,1481,Alexis Watson,lawrencemoody@munoz-mason.com,Kiribati,561,Beauty,Laptop,10,130.4,1304.0,North
236,2025-02-17,1505,Ryan Garcia,mcgeecourtney@edwards-mckee.com,Bolivia,528,Clothing,Bicycle,3,10.14,30.42,North
237,2024-08-15,1240,Jonathan Fowler,stephanie99@gmail.com,Niger,511,Beauty,Table,10,439.37,4393.7,East
238,2025-06-19,1719,Gary Dunn,melaniewilliams@brown.com,Gabon,529,Furniture,Perfume,5,424.83,2124.15,West
239,2024-02-16,1866,Scott Hall,williamsoncarlos@moore-maldonado.com,Colombia,593,Beauty,T-Shirt,10,620.67,6206.7,North
240,2025-02-12,1585,Mrs. Julie Mosley,ddecker@alvarado-maynard.com,Lao People's Democratic Republic,579,Furniture,Bicycle,2,948.79,1897.58,Central
241,2024-12-29,1351,Timothy Brown,david69@yahoo.com,Gabon,558,Beauty,T-Shirt,5,860.7,4303.5,East
242,2023-08-13,1110,Pamela Smith,thawkins@weber-miranda.com,Paraguay,590,Electronics,Phone,2,223.13,446.26,North
243,2023-12-02,1350,Benjamin Mcguire,marcmoses@perry.com,Jordan,531,Clothing,Sofa,1,245.24,245.24,North
244,2024-10-24,1541,Erica Harrison,yhuffman@king-smith.com,Nauru,524,Electronics,Tennis Racket,7,737.61,5163.27,South
245,2024-08-08,1256,Robert Turner,cynthiajacobs@huffman-brandt.net,Japan,509,Clothing,Sofa,4,954.74,3818.96,West
246,2025-05-20,1747,Raymond Cardenas,smithjessica@lewis.biz,Switzerland,565,Sports,Tennis Racket,7,758.11,5306.77,North
247,2024-06-24,1132,Christopher Riley,monica87@hotmail.com,French Southern Territories,553,Sports,Shoes,10,853.27,8532.7,Central
248,2023-07-29,1321,Tammy Boone,marissagarrison@powell.com,Jordan,559,Clothing,Sofa,10,597.97,5979.7,Central
249,2025-06-05,1235,Daniel Gill,leslie86@yahoo.com,Myanmar,546,Sports,Table,2,921.49,1842.98,North
250,2023-08-09,1338,Austin Obrien,obentley@gmail.com,United States Minor Outlying Islands,529,Clothing,T-Shirt,4,551.53,2206.12,South
251,2023-10-28,1897,Misty Hickman,youngryan@yahoo.com,Burundi,556,Furniture,T-Shirt,4,897.44,3589.76,South
252,2023-08-21,1968,Melanie Watts,chavezbrandon@cox.biz,Thailand,542,Sports,Perfume,1,896.35,896.35,Central
253,2024-08-27,1497,Heidi Rose,victorianewman@hotmail.com,Cook Islands,527,Clothing,Bicycle,6,949.77,5698.62,North
254,2024-08-11,1775,Robert Brown,jessica69@hotmail.com,Costa Rica,513,Electronics,Shoes,8,351.28,2810.24,Central
255,2023-09-26,1253,Christine Jones,lrivera@yahoo.com,United States of America,559,Clothing,Perfume,3,766.79,2300.37,South
256,2024-06-21,1058,Melissa Hampton,alvaradoolivia@york.com,French Guiana,588,Clothing,Shoes,10,307.29,3072.9,North
257,2024-12-31,1993,Michael Anthony,mcbridedavid@henry.com,Bulgaria,590,Electronics,Bicycle,9,763.45,6871.05,West
258,2023-12-04,1513,Arthur Garcia,singhjavier@hotmail.com,Northern Mariana Islands,549,Electronics,Phone,10,670.56,6705.59999999999,East
259,2023-11-29,1384,Mr. Andres Bullock DDS,dmedina@bailey.org,Jersey,569,Sports,Perfume,7,47.22,330.539999999999,Central
260,2025-01-25,1542,Kimberly Khan,ohenderson@gmail.com,India,579,Beauty,Bicycle,9,635.15,5716.34999999999,West
261,2025-04-10,1176,Wendy Villarreal,jenniferjohnson@lane.com,Cuba,587,Furniture,Table,6,180.64,1083.84,North
262,2025-05-27,1071,Michael Lopez,tyrone08@gmail.com,British Virgin Islands,586,Sports,Bicycle,9,474.4,4269.59999999999,North
263,2024-04-06,1046,Marvin Hardin Jr.,rachel43@clark-smith.info,Luxembourg,589,Sports,Sofa,9,889.11,8001.99,South
264,2024-02-23,1513,Katherine Macdonald,matthew09@gmail.com,French Polynesia,559,Electronics,Bicycle,1,110.45,110.45,North
265,2025-06-09,1933,Vicki Good,thomas75@williamson.org,Canada,576,Furniture,Perfume,9,82.63,743.67,North
266,2023-09-13,1711,Brian Jackson,reginald22@martin.org,Gibraltar,595,Furniture,Tennis Racket,9,703.94,6335.46,South
267,2024-09-12,1058,Kelly Tanner,sandrajones@jordan-shaw.com,Slovakia (Slovak Republic),509,Furniture,Phone,2,272.47,544.94,East
268,2024-09-21,1399,Alexandra Lee,ethomas@gmail.com,Iceland,533,Sports,Table,4,431.45,1725.8,Central
269,2024-01-25,1801,Michael Jackson,romerocameron@hotmail.com,Maldives,510,Electronics,Sofa,6,618.61,3711.66,South
270,2024-06-02,1076,Julie Wells,tammy01@yahoo.com,Iceland,530,Clothing,Perfume,7,563.36,3943.52,East
271,2024-07-17,1044,Beth Schroeder,anaware@gmail.com,Bahrain,565,Electronics,Table,4,79.76,319.04,West
272,2024-05-24,1334,Jonathan Valentine,katherine63@yahoo.com,Afghanistan,555,Sports,T-Shirt,10,139.24,1392.4,East
273,2024-04-23,1582,Steven Gonzalez,reginastephens@giles.com,Venezuela,514,Clothing,Table,10,763.0,7630.0,South
274,2023-11-30,1792,Linda Garcia,cdavid@caldwell.com,Lesotho,534,Sports,Table,7,952.24,6665.68,North
275,2023-10-27,1651,Jason Hoover,hdavis@smith-sanchez.com,Cambodia,572,Beauty,Bicycle,3,733.25,2199.75,North
276,2025-03-08,1043,David Frost,elainedixon@wagner.com,Vietnam,581,Beauty,Table,5,109.98,549.9,South
277,2024-01-06,1512,Victor Perez,stacey09@forbes.com,Belgium,558,Furniture,Phone,9,584.7,5262.3,North
278,2024-07-23,1608,Bradley Hill,kmiller@yahoo.com,Lao People's Democratic Republic,531,Sports,Perfume,2,482.65,965.3,North
279,2024-07-25,1361,Dennis Johnson,doylerobert@huynh.com,Sri Lanka,581,Beauty,T-Shirt,7,612.52,4287.63999999999,Central
280,2025-01-13,1743,Jason Rowland,lisamartin@gmail.com,Mauritania,509,Furniture,T-Shirt,7,522.86,3660.02,Central
281,2023-08-19,1466,Bryan Hernandez,abenton@yahoo.com,Cyprus,561,Clothing,Perfume,8,480.61,3844.88,South
282,2023-06-24,1538,Matthew Robinson,qhowell@gonzalez.com,Kazakhstan,529,Electronics,Perfume,10,699.33,6993.3,North
283,2024-08-10,1146,Steven Alvarado,clinton39@hood.com,Korea,505,Sports,Table,9,161.1,1449.89999999999,West
284,2023-07-05,1758,Latoya Adkins,jeremy09@hughes-rodriguez.info,Peru,570,Clothing,Shoes,5,127.24,636.199999999999,West
285,2025-01-24,1572,Diana Dennis,uacosta@yahoo.com,Norfolk Island,567,Clothing,Sofa,1,151.78,151.78,East
286,2024-04-25,1262,James Camacho,rruiz@gmail.com,Mauritius,538,Furniture,Table,7,237.38,1661.65999999999,South
287,2024-06-21,1981,Angela Davis,hodgeswendy@yahoo.com,Finland,544,Sports,Perfume,1,889.69,889.69,East
288,2025-05-01,1693,Mr. George Goodman,pittmanjohn@hotmail.com,Saint Kitts and Nevis,593,Beauty,T-Shirt,7,622.78,4359.46,North
289,2025-05-29,1639,Cody Boyd,mercerjennifer@yahoo.com,Denmark,546,Sports,Tennis Racket,3,479.58,1438.74,North
290,2023-12-29,1476,Douglas Boone,davisjacob@reed-hamilton.com,Tokelau,561,Electronics,Sofa,5,816.04,4080.2,North
291,2023-07-12,1636,Randall Sanchez,turnerchristy@yahoo.com,Cuba,533,Beauty,Phone,6,808.05,4848.29999999999,North
292,2025-05-01,1040,Johnny Wheeler,valerie43@gmail.com,Hong Kong,562,Furniture,Tennis Racket,9,119.81,1078.29,West
293,2023-07-24,1787,Timothy Hernandez,michele07@joyce.com,Angola,558,Furniture,Phone,10,720.64,7206.4,North
294,2023-08-19,1595,Kayla Wilson,wpowers@yahoo.com,United States Virgin Islands,547,Sports,Laptop,10,414.39,4143.9,North
295,2023-10-12,1255,Glenn Callahan,brianspencer@hotmail.com,Colombia,532,Sports,Shoes,6,781.38,4688.28,North
296,2024-01-07,1041,Barbara Tate,esanchez@hotmail.com,Zambia,509,Beauty,Shoes,10,374.27,3742.7,East
297,2024-12-27,1401,Chelsea Jackson,michaelwoods@jacobson.com,Brazil,501,Clothing,Tennis Racket,6,334.56,2007.36,South
298,2024-11-26,1687,Christopher Morgan,mmunoz@yahoo.com,Sweden,534,Clothing,Tennis Racket,10,547.45,5474.5,West
299,2024-04-16,1372,Jerry Martin,hannah23@gonzalez.com,Mexico,521,Clothing,Phone,3,490.72,1472.16,East
300,2024-01-21,1846,Kayla Morales,imercer@yahoo.com,Armenia,513,Electronics,Tennis Racket,3,19.18,57.54,South
301,2024-08-28,1366,Sarah Compton,eanderson@yahoo.com,Martinique,523,Electronics,Bicycle,5,810.39,4051.95,West
302,2025-04-23,1208,Mrs. Brenda Jenkins,lorihill@gmail.com,Sierra Leone,537,Clothing,Perfume,7,833.98,5837.86,North
303,2024-04-20,1200,Michael Melton,laura76@richards-castaneda.org,Monaco,528,Clothing,Phone,4,334.25,1337.0,East
304,2023-07-29,1964,Alexis Harris,rubiomelissa@yahoo.com,Marshall Islands,568,Furniture,T-Shirt,7,685.05,4795.34999999999,West
305,2024-10-17,1953,Thomas Mack,phoward@hotmail.com,India,595,Clothing,Perfume,2,743.74,1487.48,North
306,2024-03-31,1038,Amy Rush,jessicacontreras@yahoo.com,Kyrgyz Republic,576,Electronics,Bicycle,2,79.58,159.16,West
307,2025-04-12,1214,Frank Jones,aprilthomas@martinez-arnold.com,Nicaragua,583,Beauty,Laptop,2,828.58,1657.16,East
308,2025-01-21,1523,Charles Miller,whood@gmail.com,Bahrain,589,Clothing,T-Shirt,5,51.53,257.65,Central
309,2024-02-09,1065,Stephen Baker,levygabriel@gmail.com,New Caledonia,571,Sports,T-Shirt,7,433.48,3034.36,South
310,2023-07-13,1123,Joseph Green,longjill@brooks-mitchell.info,Lebanon,551,Beauty,Bicycle,3,616.15,1848.44999999999,North
311,2024-11-21,1196,Rhonda Hardy,alexis46@hotmail.com,Mongolia,545,Electronics,Bicycle,4,13.15,52.6,West
312,2024-11-08,1993,Alexa Dixon,michaelwebster@ramirez.org,Cayman Islands,565,Electronics,Phone,10,634.65,6346.5,South
313,2025-04-26,1973,Charles Fernandez,whiteheadabigail@gmail.com,Benin,548,Furniture,Table,9,804.73,7242.57,South
314,2024-09-07,1296,Kristin King,ryan20@yahoo.com,Saint Martin,501,Clothing,Shoes,8,934.81,7478.48,West
315,2024-01-17,1805,Alexandria Garcia,matthewmartinez@smith.com,Dominican Republic,566,Furniture,Table,10,351.35,3513.5,South
316,2023-11-10,1334,Derek Benton,gregory52@yahoo.com,French Southern Territories,560,Beauty,Table,5,937.43,4687.15,Central
317,2023-07-24,1428,Raymond Downs,hmoore@campbell-davis.net,Belize,581,Sports,Shoes,2,366.13,732.26,Central
318,2025-05-31,1987,Cole Wood,michelebarr@adams-huffman.com,Mali,514,Beauty,Tennis Racket,3,149.21,447.63,Central
319,2025-03-22,1544,Heather Willis,larry41@yahoo.com,Yemen,535,Electronics,Shoes,6,532.64,3195.84,Central
320,2023-11-13,1594,Caleb Weaver,elara@gmail.com,Paraguay,538,Furniture,Perfume,10,562.97,5629.7,West
321,2023-08-20,1573,Mary Fitzgerald,hernandezstacey@henderson.net,United Arab Emirates,536,Beauty,Laptop,2,28.69,57.38,West
322,2025-03-08,1195,Joanne Green,freemanronald@yahoo.com,Taiwan,546,Electronics,Sofa,10,671.21,6712.1,South
323,2025-03-04,1034,Greg Nelson,mhill@yahoo.com,Sweden,576,Beauty,Table,7,693.0,4851.0,East
324,2025-05-04,1770,Gregory Lopez,andersonvalerie@hotmail.com,Saint Martin,597,Clothing,Sofa,6,289.0,1734.0,Central
325,2024-06-18,1528,Donald Greer,brownkelly@green-cook.com,Bosnia and Herzegovina,530,Beauty,Shoes,10,611.37,6113.7,North
326,2024-02-28,1774,John Carney,vchavez@moon.com,Svalbard & Jan Mayen Islands,573,Furniture,Table,7,423.34,2963.37999999999,Central
327,2023-07-27,1833,Christopher Gallagher,loganrice@osborn.com,Gambia,558,Furniture,Laptop,1,254.38,254.38,South
328,2025-03-14,1191,Danielle Miller,williamscarlos@hotmail.com,Macedonia,528,Clothing,Laptop,5,251.63,1258.15,South
329,2024-05-30,1871,Theresa Hill,anthonyphillips@gmail.com,Latvia,504,Electronics,Table,10,49.67,496.7,North
330,2024-07-20,1709,Eric Griffith,keithmitchell@cervantes.com,Korea,573,Clothing,Laptop,9,651.29,5861.61,West
331,2025-03-30,1038,Matthew Rios,awatkins@gmail.com,Palestinian Territory,583,Furniture,Bicycle,5,178.04,890.199999999999,West
332,2024-08-24,1353,Kelly Garcia,qjones@robinson.com,South Georgia and the South Sandwich Islands,583,Electronics,Perfume,1,314.76,314.76,East
333,2025-02-01,1586,Derrick Moore,brian52@hotmail.com,El Salvador,542,Beauty,Table,2,377.7,755.4,East
334,2024-06-14,1839,Mark Rojas,serranolisa@gmail.com,Congo,518,Sports,Shoes,8,326.3,2610.4,West
335,2023-09-29,1598,Katherine Marshall DDS,garciajessica@robinson.biz,Cuba,565,Clothing,Sofa,8,370.94,2967.52,Central
336,2024-04-14,1747,Amy Davis,jessica49@burns.org,Niger,594,Sports,T-Shirt,10,210.58,2105.8,South
337,2024-10-03,1221,Stephen Smith,amywhite@curry.com,New Zealand,571,Sports,Bicycle,5,385.45,1927.25,South
338,2023-10-05,1676,Robert Ellis,traceymurphy@williams.biz,Vanuatu,587,Sports,Bicycle,3,429.31,1287.93,East
339,2025-04-28,1096,Joseph Ward,alvarezlindsey@yahoo.com,Iraq,592,Clothing,Tennis Racket,3,812.56,2437.68,South
340,2023-11-30,1610,Troy Greene,murphylucas@hotmail.com,Dominican Republic,563,Clothing,Shoes,8,579.55,4636.4,Central
341,2025-02-13,1512,Charles Edwards,jenniferwalker@macias.com,Ecuador,504,Beauty,Perfume,1,897.49,897.49,Central
342,2024-07-31,1147,Alexander Young,joshua47@hale-thompson.info,Bolivia,515,Electronics,Phone,10,254.12,2541.2,Central
343,2025-05-04,1418,Allison Mullins,brandyterry@smith.com,Lebanon,510,Electronics,Tennis Racket,6,648.4,3890.39999999999,South
344,2024-12-10,1172,Briana Johnson,hannah17@coleman.com,French Polynesia,543,Sports,Tennis Racket,5,56.65,283.25,South
345,2025-04-21,1793,Lisa Stanley,darleneraymond@yahoo.com,Canada,575,Beauty,Table,2,210.23,420.46,North
346,2023-08-22,1698,Paul Chambers,christian28@smith.com,South Africa,581,Beauty,Phone,7,77.84,544.88,West
347,2023-07-17,1886,Patrick Hammond,kelleyjennifer@yahoo.com,Serbia,564,Furniture,Shoes,2,792.87,1585.74,North
348,2024-02-25,1094,Kerry Hansen,singletonjohnathan@hotmail.com,Guernsey,584,Electronics,Perfume,4,48.66,194.64,Central
349,2025-04-09,1354,Leslie Lopez,gbailey@yahoo.com,Thailand,512,Beauty,Phone,4,852.72,3410.88,South
350,2024-05-22,1623,Ashley Henry,garciachristian@hotmail.com,Liechtenstein,525,Sports,Shoes,5,94.54,472.7,North
351,2023-06-24,1235,Daniel Becker,blairthomas@hotmail.com,French Southern Territories,564,Furniture,Table,1,730.86,730.86,East
352,2024-11-03,1780,Lisa Nichols,ericwallace@yahoo.com,Iceland,589,Furniture,Tennis Racket,2,126.87,253.74,West
353,2023-11-04,1103,Carlos Farley,alexandriarowe@yahoo.com,Serbia,554,Sports,Sofa,8,78.9,631.2,East
354,2025-01-24,1857,James Schneider,adamsalazar@yahoo.com,Morocco,510,Sports,Phone,1,38.77,38.77,North
355,2023-12-26,1774,Jill Perry,lwilliams@hotmail.com,Latvia,531,Furniture,Tennis Racket,2,620.83,1241.66,West
356,2024-09-01,1084,Larry Johnson,olivia33@hotmail.com,Romania,554,Beauty,Tennis Racket,3,208.06,624.18,South
357,2023-11-17,1854,Jon Fry,colemandonald@hotmail.com,New Caledonia,576,Electronics,Table,3,610.27,1830.81,North
358,2025-02-08,1396,William Benjamin,fchase@mitchell.com,Tunisia,597,Furniture,Tennis Racket,5,182.57,912.849999999999,North
359,2025-03-19,1709,Kevin Sweeney,heathcharles@baird.org,Spain,537,Sports,T-Shirt,3,565.74,1697.22,West
360,2025-04-08,1680,Christopher Wiley,whitedarlene@hotmail.com,Iran,525,Beauty,Bicycle,4,657.14,2628.56,North
361,2023-08-22,1952,Sarah Garrett,sharonreyes@yahoo.com,Western Sahara,541,Sports,T-Shirt,9,100.66,905.939999999999,South
362,2024-06-16,1524,Jeffrey Koch,erin30@gmail.com,India,557,Electronics,Shoes,9,789.02,7101.18,Central
363,2024-12-12,1795,Alexis Reynolds,tylerjohnson@hotmail.com,Pakistan,551,Furniture,Shoes,1,827.7,827.7,North
364,2025-02-04,1627,Jennifer Gordon,alexanderwagner@young.info,Cuba,530,Sports,Sofa,6,70.4,422.4,East
365,2023-11-15,1636,Sara Ponce,ryan23@peterson.info,Svalbard & Jan Mayen Islands,589,Beauty,Table,3,93.63,280.89,South
366,2025-06-02,1940,Jennifer Martin,gwheeler@gmail.com,French Southern Territories,501,Beauty,Tennis Racket,6,294.87,1769.22,North
367,2024-01-21,1128,Jimmy Harris,mitchelltara@solomon-smith.com,Albania,545,Sports,Tennis Racket,3,96.76,290.28,East
368,2024-03-19,1747,Carla Johnson,tlewis@taylor.info,Chile,520,Sports,Phone,10,813.79,8137.9,North
369,2024-06-11,1595,Cynthia Webb,snyderbarbara@gmail.com,France,522,Beauty,Table,4,577.32,2309.28,Central
370,2025-05-05,1949,Samantha Hester,bensondavid@hotmail.com,Slovenia,590,Clothing,Shoes,10,492.6,4926.0,West
371,2023-07-06,1596,Kimberly Richardson,zsampson@hotmail.com,Sao Tome and Principe,596,Electronics,Laptop,6,51.2,307.2,South
372,2025-02-23,1976,Mitchell Rivera,murrayjasmine@banks.com,Saint Vincent and the Grenadines,552,Electronics,Perfume,6,684.53,4107.18,Central
373,2024-04-18,1464,Erika Alexander,christinasimmons@mcdonald-hess.com,Serbia,571,Sports,Shoes,8,335.29,2682.32,South
374,2024-12-29,1340,Melinda Anderson,ortizjennifer@davies-giles.info,Libyan Arab Jamahiriya,560,Electronics,Laptop,3,163.06,489.18,West
375,2025-02-22,1995,Richard Mckinney,callahanjeffrey@bates-guzman.com,France,577,Sports,T-Shirt,6,538.71,3232.26,Central
376,2024-11-18,1642,Mason Patel,emilymckee@hotmail.com,Mayotte,569,Electronics,Tennis Racket,4,409.54,1638.16,Central
377,2023-08-08,1113,Melissa Pratt,vaughnrachel@harper.com,Swaziland,524,Electronics,Phone,10,580.4,5804.0,Central
378,2025-03-16,1538,Kimberly Hamilton,johnlevine@yahoo.com,Georgia,532,Clothing,Bicycle,9,599.1,5391.9,South
379,2023-07-25,1499,Mason Anderson,hallrandy@avila.com,Luxembourg,582,Clothing,Bicycle,8,965.25,7722.0,East
380,2023-08-07,1059,Lisa Chan,randy14@townsend.com,Georgia,503,Clothing,Tennis Racket,2,553.98,1107.96,North
381,2024-07-22,1057,Gary Zamora,ashley26@gmail.com,Central African Republic,563,Electronics,Phone,10,608.73,6087.3,South
382,2024-06-27,1970,Anthony Munoz,michael39@yahoo.com,Guinea,522,Sports,Table,2,352.28,704.56,South
383,2023-07-21,1388,Joel Fry,sbrooks@yahoo.com,Hungary,575,Sports,Sofa,2,388.76,777.52,North
384,2024-03-07,1132,Jay Neal,rodriguezthomas@williams.com,Sierra Leone,544,Clothing,Perfume,10,380.31,3803.1,West
385,2024-02-19,1922,Courtney Black,croberts@yahoo.com,Paraguay,551,Sports,Table,5,307.27,1536.35,East
386,2025-06-10,1863,Jorge Lee,alexandernicholas@duran.org,Albania,556,Clothing,Shoes,9,468.79,4219.11,Central
387,2024-06-08,1256,Jessica Gibson,henryjill@hotmail.com,Venezuela,534,Beauty,Phone,8,307.62,2460.96,Central
388,2024-09-02,1174,Shelly Davis,pierceandrew@harris.org,Argentina,544,Clothing,Shoes,2,70.68,141.36,South
389,2023-10-27,1510,Emily Brown,annawhite@gmail.com,San Marino,599,Electronics,T-Shirt,2,238.13,476.26,East
390,2024-03-20,1083,Benjamin Wiley,marcusperkins@myers-martin.com,Italy,511,Sports,Sofa,7,83.45,584.15,Central
391,2024-06-30,1112,Michael Foster,bchavez@yahoo.com,Austria,526,Beauty,Laptop,8,957.68,7661.44,Central
392,2024-12-30,1775,James Combs Jr.,stewartvictoria@hotmail.com,Western Sahara,522,Furniture,Shoes,7,79.57,556.99,North
393,2024-07-17,1532,Darrell Boyd,dawn26@hotmail.com,Cambodia,531,Clothing,Phone,4,323.9,1295.6,North
394,2024-02-25,1696,Mitchell Mendoza,jeffreyrodriguez@yahoo.com,El Salvador,515,Beauty,Sofa,1,388.4,388.4,Central
395,2024-06-07,1739,Jacqueline Alvarez,esmith@gomez.biz,Finland,567,Sports,Laptop,9,562.16,5059.44,West
396,2024-02-17,1870,Daniel Bonilla,lpetersen@richardson-jacobs.com,Mozambique,507,Sports,Bicycle,7,287.73,2014.11,South
397,2025-03-27,1720,Jillian Solomon,samantha24@moore-bonilla.biz,India,562,Sports,Shoes,7,646.65,4526.55,North
398,2024-01-26,1541,David Davis,karencooper@gmail.com,Macao,579,Beauty,Laptop,7,530.46,3713.22,West
399,2024-10-09,1317,Chelsea Rangel,tara12@gmail.com,Germany,552,Sports,Laptop,7,168.14,1176.98,North
400,2024-05-28,1911,David Barron,davidzimmerman@yahoo.com,Kuwait,587,Furniture,Phone,9,424.24,3818.16,North
401,2023-12-11,1856,Katherine Sanchez,nortonmegan@yahoo.com,Costa Rica,536,Sports,Shoes,1,981.07,981.07,East
402,2024-08-05,1018,Margaret Bailey,barrmaria@jones.org,Kyrgyz Republic,539,Clothing,Tennis Racket,9,512.08,4608.72,South
403,2023-11-10,1482,Anna Chapman,jimmy15@wilson.com,Kazakhstan,535,Furniture,Bicycle,1,870.46,870.46,South
404,2024-01-15,1517,Angel Patel MD,samuel43@perkins-sanchez.com,Kiribati,522,Electronics,Laptop,8,42.04,336.32,Central
405,2024-06-29,1410,Amanda Lopez,donaldmendoza@richard-anderson.com,Namibia,553,Electronics,Tennis Racket,3,350.69,1052.07,North
406,2024-08-29,1408,Bradley Dean,andreluna@chen.com,Lesotho,544,Sports,Sofa,9,751.52,6763.68,East
407,2025-05-20,1052,Juan Newman,efrank@hotmail.com,United States Minor Outlying Islands,524,Beauty,Laptop,5,975.48,4877.4,South
408,2025-03-30,1292,Christine Shepard,kathryn59@hill.com,France,598,Clothing,Tennis Racket,3,941.56,2824.68,South
409,2024-06-03,1595,Samuel Arias,jacobpeters@petersen.org,Brazil,505,Beauty,Sofa,3,405.41,1216.23,West
410,2024-07-15,1115,Wendy Wade,markhall@larson.com,China,503,Beauty,Laptop,6,816.6,4899.6,North
411,2024-02-27,1176,Heather Johnson,sarah76@yahoo.com,France,533,Clothing,Perfume,5,623.33,3116.65,West
412,2024-11-04,1276,Ronald Harvey,kimvelasquez@gmail.com,Antigua and Barbuda,548,Sports,Table,10,884.62,8846.2,East
413,2025-06-01,1094,Melanie Davis,marshallshannon@gibson.net,Nauru,596,Beauty,Phone,2,292.23,584.46,West
414,2023-10-06,1033,April West,ronald47@walker.biz,Botswana,584,Electronics,Perfume,9,925.55,8329.94999999999,East
415,2025-01-02,1778,Benjamin Adams,uashley@hotmail.com,Germany,567,Sports,Bicycle,8,974.04,7792.32,South
416,2023-08-22,1527,Jennifer Nichols,hughesalicia@jensen.net,Cocos (Keeling) Islands,570,Sports,Table,9,201.65,1814.85,Central
417,2023-08-19,1713,David Garrison,ecopeland@gmail.com,Greece,525,Furniture,Perfume,4,435.98,1743.92,South
418,2023-09-30,1809,Andrew Clark,nelsonjennifer@howard.net,Taiwan,508,Clothing,Tennis Racket,5,531.29,2656.45,North
419,2025-06-11,1275,Courtney Harris,patricia45@payne.net,Uruguay,592,Clothing,Sofa,8,46.84,374.72,Central
420,2023-07-03,1635,Steven Spears,hbryan@adams-rodgers.com,Madagascar,541,Electronics,Phone,7,312.44,2187.08,Central
421,2023-08-05,1794,Troy Lewis,frazierrebecca@francis-wolf.com,Montenegro,520,Electronics,Perfume,10,739.32,7393.2,North
422,2023-12-03,1654,Lisa Scott,alexandra01@hotmail.com,Nigeria,535,Sports,Sofa,7,373.25,2612.75,East
423,2024-04-09,1943,Rodney Thompson,tiffanyjohnson@hotmail.com,Sweden,545,Electronics,Phone,3,877.11,2631.33,South
424,2024-07-28,1062,Tammy Olsen,salasderrick@johnson.org,Botswana,556,Clothing,Tennis Racket,3,534.63,1603.88999999999,South
425,2024-12-27,1531,Derrick Dean,ohooper@carpenter-porter.org,Puerto Rico,584,Electronics,Table,5,187.72,938.6,East
426,2025-04-30,1788,Mrs. Rachel Small,natalie42@gmail.com,Western Sahara,571,Beauty,Perfume,4,278.52,1114.08,Central
427,2024-11-18,1704,Scott Ramirez,nancywallace@soto.com,Cameroon,505,Beauty,Table,1,927.39,927.39,South
428,2024-06-05,1962,Monica Parks,catherinesmith@mcdonald.com,Syrian Arab Republic,550,Furniture,T-Shirt,2,176.92,353.84,South
